id,text
345,"Als obergärige, spritzige Spezialität gibt es unsere ""Spezialbräu Weisse"". Diese wird in Flaschen vergoren und hefetrüb ausgeschenkt. Der Stammwürzgehalt dieses Bieres beträgt ca.12,5% - der Alkohol- gehalt ca.5,3%"
346,"This one has been renamed from ""Corona Genuina Cerveza de Barril"" just to ""Barrilito""."
347,Our pale ale is the sort of «session» beer found in 
348,"Our tribute to the ""devil"" beers of Belgium. This beer is light in color with a full flavor and dry finish. Be careful, as it may sneak up on you. After receiving a cease-and-desist letter on behalf of musician Ozzy Osbourne, the Baltimore brewery has renamed its Ozzy beer Beazly. It is named after Mark Barcus, a bartender of the Mount Vernon bar for nearly 17 years. His nickname around the bar is Beazly. Both rich and dry, this beer is all too easy to consume in large quantities. Hopped with Styrian Goldings. "
349,During the fermentation of the first batch of this 
350,Winner of both the Gold and Bronze Medal in the North American Brewers' Association competition. This northern Arizona favorite has a consistent nutty flavor with just a hint of spice in its depths. A slowly emerging bitterness crops up along the way and is unobtrusively incorporated into the smooth flow. It finishes with a gentle nuttiness and spiciness.
351,"If you like your beer on the bitter side then this one's for you. This American Style IPA uses Pale Ale, Munich, and Caramunich malt blest with Cascade, Chinook, Willamette and Centennial (dry hopped) hops to create a brew that is fit for the crazy American hop addicts."
352,A porter with a difference. Dark in color but light in taste. Twenty-five pounds of honey and dark chocolate wheat malt are used to give this beer a refreshingly smooth taste. Give this beer a try even if you don't like dark beers.
353,"The Cardinal Pale Ale is a classic style pale ale using imported Target, Fuggles and East Kent Goldings hops."
354,"This English style E.S.B. (Extra Special Bitter) is Brewed with enough imported English hops to give a pronounced hop aroma, flavor, and finish."
355,White Fox Ale is a medium body ale with a smooth and spicy hop flavor. Our unique version of India Pale Ale refreshes first and finishes with a fine hop aroma.
356,"This is a full bodied stout with a full malt flavor, a sweet lactose finish and a creamy nitrogen head. Milk does a body GOOD!"
357,American wheat ale. Light to medium body. Refreshing. Golden amber with the delicate aroma and flavor of apricot. Perfect any time of year.
358,This “Black Lager” gets its dark hue from roasted specialty malts with a nice hop finish caused by the use of our hop jack with whole flower Saaz hops.
359,The original business on this plot of land was the Crockett Family Dairy; this beer that bears their name is smooth like a glass of milk and delicious.
360,"Echt Kriekenbier, (real cherry beer)"" is as the name suggests a cherry beer that is manufactured with only the real fruit of cherries instead of with flavor enhancers or extracts of cherries. The fruit is sourced from the region around Sint-Truiden in Limburg (Belgium)."
361,No longer brewed/owned by Pabst.
362,"""This annual favorite is a sublime hybrid of an American style IPA and a winter warmer. The result is a bold brew that celebrates the holidays with an intriguing blend of Centennial hops providing elegant citrus notes balanced by a backdrop of a rich caramel malt body. Dry hopped to amplify the aromas and flavor. Available in 22oz. bottles and draught. ABV 6.5% IBU 68"""
363,"Lakeport Pilsener is crisp, clean and smooth with a well-balanced hop character. This highly drinkable pilsener beer is brewed to uncompromising quality standards."
364,"Brewed & Bottled for Levens Hall, Cumbria."
365,A blend of malts gives Double Stout a character all of its own. Black malt enriches the colour and teases the palate with an unmistakable ‘toast’ flavour. Brown malt gives it the dryness.
366,Now brewery by Darwin:
367,Also known as YuleSmith (Summer)
368,"This malty, full-bodied red ale is made with traditional mulling spices: Ginger, Clove, All Spice, Cinnamon & Nutmeg. If this one doesn't get you into the Christmas spirit, you truly are a Scrooge."
369,"For more than 35 years we had to miss the Christmas beer but in 2002 the tradition was restored with Gouden Carolus Christmas. It’s a strong, dark ruby red beer with character and contains an alcohol percentage of 10.5 % alc.vol. Brewed in August, the beer rests a few months to reach an optimal balance. Three kinds of hops and 6 different kinds of herbs and spices define the rich taste of this Christmas beer. Top-class!"
370,Aged in Château Léoville-las-Cases barrels from the Saint Julien commune.
371,"Originally served as a real ale, Arkell Best Bitter has a loyal following. This delicate and well-balanced bitter is Wellington’s session beer."
372,"An easy-drinking beer of superior character, Molson Dry has won numerous international brewing awards. This extra dry brew imparts a subtle impression of hops with no residual bitterness. Launched in 1989, Molson Dry was awarded the North American Specialty Lager gold medal by the 2002 World Beer Cup."
373,"Michelob Original Lager is brewed with pale, kilned two-row barley malt and noble European hops."
374,Our All American is made with malted barley from Wisconsin and delicate old world hops from Germany and the Czech Republic. Light on the palate and easy to drink. Compare it to your favorite premium domestic.
375,"Nut Brown Ale has a diverse grain bill which lends this traditional English ale a variety of flavors that coalesce into a remarkably smooth and pleasant drink. Additions of various pale, caramel and dark malts create a smooth, sweet malt profile with hints of roasted nuttiness. Multiple additions of English hops round out the flavors and give this classic beer a true flavor of the Old World."
376,"An infusion of an old-world beer style and contemporary soul. Smooth, dark and roasted with highlights of chocolate, coffee and vanilla. Brewed with American, Canadian and English grown barley, American hops, Madagascar vanilla beans and natural vanilla extract."
377,"From the brewery: Red Oak Amber is a Munich Urtyp (Old Style) Lager. We begin the brewing process with custom kilned imported Munich Malt. Red Oak is then hopped with Spalt Noble Hops imported from Bavaria, the oldest hop growing region in the world. Before fermentation we add a yeast strain from Weihenstephen, the oldest brewery in the world, founded before 1040 AD. Weeks of aging gives Red Oak the smooth taste it is known for."
378,No absence of hops gives Founders' robust porter the full flavor you deserve and expect. 
379,"The original Cisk Lager Beer is a golden-coloured, bottom-fermented lager with a distinctive and well-balanced character. Its rich hop aroma and pleasant bitterness has made it the natural choice and thirst quencher for beer drinkers who want to savour the original brew which has remained faithful to its recipe of 1929. "
380,"A Belgian style Saison (or Farmhouse Ale) brewed with German Pils malt and hopped with East Kent Goldings. Fermented with a special proprietary yeast which imparts its dry, spicy character. Golden orange in color."
381,Hansa Urbock
382,"Our traditional Christmas Ale, brewed with Pale, Wheat, Caramalt and Munich malts, and hopped with Sterling and Styrian Goldings varieties. Delicately spiced with canela, nutmeg, mace, orange peel and pure vanilla extract."
383,replaced by Hopfenmalz
384,"Double Dragon has an ABV of 4.2%. It is a full drinking, premium Welsh Ale, which is malty and subtly hopped. Double Dragon has a rich colour and smooth balanced character. This deep copper red ale has a tangy red fruit flavour with nutty, toffee overtones."
385,"Made on Honor for five generations, The Famous Narragansett Lager has been one of the greats since 1890. Pre-Prohibition era drinkers toasted 'Gansett, Dr. Suess illustrated 'Gansett, the Sox scored with 'Gansett, and Captain Quint crushed 'Gansett. Today, the highest rated, heritage American lager (according to Beer Advocate) is brewed to be clean, crisp, refreshing and perfectly balanced. ""Hi Neighbor! Have a 'Gansett!"""
386,"This unique beer was made as a connection with John and his Celtic family heritage. Ne Oublie, is the Graham Clan ancient family motto, indeed all that have tasted Holy Smoke can say that this Beer will never be forgotten. The Graham clan tartan is also used on the packaging. Holy Smoke Scotch Ale is a dark, strong ale that uniquely utilizes Scottish imported peat-smoked whisky malt, it is smooth, rich and malty, dominated by these peat roasted smokey notes."
387,"A Gold Medal Winner in the North American Brewers' Association competition, this richly gold-colored Bohemian Pilsner style beer begins fresh and malty with a good hop-malt balance and a dense, white rocky head of foam. It maintains its zest and balance of hops and malt from start to finish. lt is a cold lagered, naturally carbonated all-malt beer."
388,"From the brewery's website: ""Although it is a spontaneous fermentation beer, the Iris is very different from the Lambic. The amber colour and the bitter and slightly caramelized taste make it a complex beer."""
389,"Alpha King’s festive cousin. A big American Christmas Porter brewed with English chocolate malt, Mexican sugar and of course, tons of strange American hops. Cheers!"
390,A traditional all malt ale with a fairly strong ale taste.
391,"Its light taste of special malts, flavored with Flanders hops and its aromas of high fermentation, gives La Goudale all its character and balance."
392,"This beer has a white, smooth and very compact head. Its pale amber colour is very characteristic revealing a distinctive maltiness. It has a rich aroma with a unique combination of aromatic hops, spices and the typical bouquet of fermentation – very fruity. Secondary fermentation in the bottle gives it a unique aroma due to the presence of yeast. St-Feuillien Triple has a very strong and exceptionally lingering taste thanks to its density and its long storage period. Whether served as a refreshing aperitif in summer or savoured during the winter months, the Triple is a connoisseur’s beer par excellence."
393,"So good it’s almost wrong. Dark ruby in color and brewed with seven varieties of imported malts. Complex in finish, with hints of smoke and peat, paired with a malty richness and a right hook of hop power to give it the bad attitude that a beer named Dirty Bastard has to live up to. Ain’t for the wee lads. Brewed with 7 varieties of malt (varies over the years)."
394,"Dukes Draft Blonde Ale is a crisp, light and refreshing ale. An excellent warm weather midday quencher with a delicate touch of hops to balance the light maltiness."
395,"Hopleaf Pale Ale has remained true to its recipe since 1928 replacing its equivalent Farsons Pale Ale over time. Being the first beer brewed at the Farsons brewery in Hamrun, this Pale Ale was instrumental in opening a new chapter in the history of the Maltese brewing industry, being the first locally brewed Ale."
396,"Somerset Lager is a smooth, dry pils in the German tradition. The aroma and bitterness of noble Saaz hops are well balanced with a clean malt base. A refreshing golden pilsner for all seasons."
397,Hit the Trail is a deep amber ale with a rich and smooth flavor. Malty undertones of vanilla and caramel are kept in check by the addition of Northern Brewer hops.
398,"A rich, malty brew that uses red wheat and a variety of crystal malts, giving this beer its ruby red hue. Traditional English hops give this easy drinking brew a flavor that's perfect year round."
399,Brewed with cinnamon and cloves in the mash.
400,"A classic, American-style pale ale. Cascade finishing hops contribute to this beer’s well-defined hop flavor and aroma."
401,"Snowblower Ale is a rich Belgian-style pale ale brewed to 6.5% ABV with German Pils, Munich, and Vienna malts. These layers of malt goodness lay the ground work for a beer peppered with spicy yeast flavors and terrifically aromatic hop character. This beer was fermented with two Belgian yeast strains and hopped with Czech and Slovenian hops. Snowblower returns in gloriously updated fashion after a too long hiatus."
402,"In the beginning, it was only brewed in the winter and was called Barbãr Winter Bok. However, since 2008 the consumer decided otherwise."
403,"With an even more refreshing taste, a new draft beer was born in the summer of 2015, the same year draft beer celebrated its 55th birthday. The backdrop to the primary color designs, a tradition in draft beer, is a cool, crisp color of champagne gold. The three stars and our logo proudly stand out, and the champagne gold color expresses the fine quality and refreshing sense of beer. The design incorporates the “red sun”, “blue skies”, and “navy blue seas” of Okinawa in the color scheme."
404,"A demonic Russian-Style Imperial Stout brewed with coffee, Mexican vanilla, and Indian sugar, this beer defies description. Available one day a year, in April at the brewery: Dark Lord Day."
405,"Full-bodied stout that starts with a complex, malty sweet and high-roasted character that is wonderfully balanced with the use of citrusy American hops."
406,Hop Bitterness (IBU's) : 15
407,"This beer is one of a kind! Four different malted barleys combine to create a distinctive, full-bodied beer with a roasted nuttiness, uniquely enhanced by a hint of hazelnuts. Smooth and creamy with the nose of the Willamette hop, this porter is a beer style unto itself."
408,"6.5% ABV, 50 IBUs - Black Sun has a nose of coffee, roasted malts and piney hops. This medium bodied stout has a broad depth of maltiness and a clean dry finish. December release."
409,"Real coffee adds character to this roasty yet well-balanced, rich, aromatic, malty ale… black"
410,"This German style light body brew features a light body in a spectacular Golden Color hue. Crafted with German Noble Hops, our Kurli Blonde Ale has become a favorite with many guests who order lighter fare for lunch or dinner."
411,14 IBU
412,Formerly Banks Beer
413,Brewed exclusively for Barley's Taproom & Pizzeria.
414,Rainbow Trout ESB is a traditional medium bodied pour that includes just a hint of a chocolate thing hidden in there...you find it! Our ESB utilizes English Hops for a sweeter more malty character than a Pale....thus it's dark amber hue.
415,Replaced by Santa's Little Helper in 2007.
416,21 IBU
417,"So mega-hopped it will take you to hop heaven. We’ve used hops in the boil, more hops in the giant hopback, and added to that, an incredible amount of dry-hopping for that cutting-edge “hop bite.” Once you’ve tasted this unique beer, all others pale in comparison. 1.072 OG Classified IBU"
418,"As black as the night and as smooth as the Blarney Stone, our version of this classic Irish style is thick and creamy, with a mild aftertaste of burnt and roasted grains."
419,Our most versatile beer. Good to drink as well as cook with. Light enough to quench a thirst and complex enough to accompany fine dining. Caramel malty sweet fades to a chocolate roasty finish and dry from a touch of rye. 1.057 OG 13 IBU
420,"A blend of the finest malted wheat, Pale and Munich malts, gives this unfiltered Hefeweizen style Wheat Ale it's Golden color and signature flavor. German Weinstephen Weissen yeast contributes the fruity and spicy flavors found in our true Bavarian style Hefeweizen."
421,"Named in honor of Fitchburg's first farmer, John Stoner's Oatmeal Stout is a good old-fashioned lesson in rich, creamy smoothness. Brewed with a high percentage of oats - which provides the creaminess - Oatmeal Stout is a sub-category of the Sweet Stout genre (as opposed to Dry Irish, Foreign, or Imperial Stout.) Various roasted and caramel malts lend the trademark sweet chocolate and coffee notes to this beer, while the special nitrogen-tap system delivers a dense head and emphasizes the smoothness."
422,Norwegian winter warmer ale brewed with cinnamon and nutmeg.
423,"This Dubbel style Belgian beer is created in the great Belgian tradition. Pale Malt, Caramel and Special B Malts impart a unique sweetness to this beer. The traditional Belgian yeast fully ferments the Belgian Candi Sugar to give a satisfying taste that is twice what a Beligian pale delivers."
424,Re-branded as Hawai'i Lager
425,Formerly Mater Witbier
426,Introduced in 1997 as a collaboration with Stockholm Beer Bars Akkurat and Oliver Twist. A München Helles lager brewed with American hops.
427,"This Nut Brown is brewed with English Ale yeast. In English tradition, we use only English Fuggle hops, which are low in bitterness and produce a mild floral hop taste. The complexity of this Nut Brown is created mainly by the Chocolate and Dark Chocolate malted barley. There is a roasted coffee flavor with hints of chocolate and nutty or nutmeg finish on the back of the tongue."
428,"The original beer from our brewery…a smooth golden ale with three types of barley, two varieties of hops and fresh Kolsch yeast. It’s cold-conditioned and carefully filtered for a clear, beautifully colored, delicious beer."
429,"Dark, rich and smoky…this classic porter is brewed with 63% German smoked malt and makes a perfect after dinner (or anytime) sipper for those who love a “bigger” beer. Winner of the Gold Medal in the 2004 Great American Beer Festival® for best Smoked Beer in America!"
430,January
431,"Easygoing—like the sunny shores of English Bay itself. Out of the bottle you’ll notice the rich, coppery colour and caramel malt flavour up front, balanced with a dry roasted finish that’s sure to put a smile on your face. Just grill up some burgers, kebabs or tenderloin—and chill"
432,"A German wheat beer so valued in its hay day that the German Nobles passed a law that only their personal brewing facility could make it. The special yeast used in this beer gives it a hearty aroma of bananas and cloves, though no fruit or spices were harmed in the making of this beer. German tradition leaves the yeast in the beer for its health benefits, and Dr's in Germany still prescribe a half a liter of wheat beer a day to their aging patients."
433,A dark German lager that balances roasted yet smooth malt flavors with moderate hop bitterness. This beer is a regional specialty from southern Thuringen and northern Franconia in Germany.
434,ABV varies slightly
435,Our Porter is a dark ale with a mild roasted character and a distinct sweetness from caramel malt. This medium-bodied porter has a velvety body with Pilgrim hops adding a subtle bitterness and East Kent Goldings hops adding aroma and flavor. The English yeast helps showcase all of these flavors in this traditional British-style porter.
436,"From Japan's most prestigious brewery, Hitachino Nest XH (Extra High) is a strong Belgian Brown Ale, matured in shochu (distilled sake) barrels. Chinook & Styrian Goldings hops are use"
437,A red brown ale brewed with high-kilned malts. The toasty malt sweetness and fragrant aroma hops make this beer a deeper and pleasant brew.
438,"McGillin's marked its 150th Anniversary (in 2010) with the launch of its own beer, called McGillin’s 1860 IPA. It is made by Stoudt’s Brewing, brewer of the tavern’s two house beers: McGillin’s Real Ale and McGillin’s Genuine Lager"
439,"Infused with the copper glow of more than 1,000 setting suns. This exceptional offering had infinite body ... a big, sweet malty tumult followed by a long, balanced, hop symphony."
440,"A step above mass produced lager beers, Legend Lager offers the comfort of easy drinkability while also bringing a depth of flavor due to our use of 100% barley malt, yeilding a pure, bright malt flavor and a medium body. Modest hopping and cool fermentation temperatures make for a smooth character and a clean finish."
441,"Our ESB is a bolder, hoppier pale ale."
442,"In Denmark, a ""Pilsner"" is a pale lager with an ABV of 4-5%."
443,"Brewed with Pale malt, Munich, and Marris Otter. Bittered with Perle hops, and finish with Styrian Golding; 32IBU"
444,"Our blackberry honey ale, made with over 600 lbs of fresh fruit and just the right amount of honey, has a beautiful deep ruby red color and blackberry flavor and aroma."
445,“Ginga Kougen Beer” is a “Hefeweizen” style beer a yeast wheat top-fermented beer brewed with more than 50% of wheat malt. It is unfiltered beer distinguished by its fruity aroma and pale color.
446,"Island Lager is brewed to our original recipe, which combines all-natural ingredients to produce its distinct hop flavour. The same clean, refreshing taste that put us on the map in ’84 still makes this one a local favourite."
447,"Just say “Gimme an Icky!” Named after Nevada’s official state fossil, this beer is made in the India Pale Ale style. Ichthyosaur is accented by a blast of Cascade hops."
448,"Our version has a very strong maltiness, with very little to no hop aroma. There are very toasty notes in this darker bock version. The mouth feel is full bodied, with moderately low carbonation. This beer is available late in the year until early spring. It is definitely a winter warmer. Doppelbock is brewed especially for those that love a nice roasty beer, through and through."
449,AKA Buckeye Brewing Mammoth Stout
450,"The high quality raw materials make up the richness of this top-fermented beer, which is characterized by its ocher blonde color."
451,"From a town long regarded for its lagers, Lancaster Lager shines as a traditional European-style lager that's smooth, balanced, and very sessionable."
452,Belgian version. For the US brewed version go here: http://beeradvocate.com/beer/profile/565/5222
453,"Katy Trail is named after the trail paralleling the Missouri River. This is an American pale ale that is amber colored, with a balance of malt and hop flavor. The subtle citrus aroma is from the American Cascade hop."
454,This is a wee-heavy Scottish with a deep mahogany color. This is a malty brew with flavors of dark currants and roast. We use peat-smoked malt to add a Scotch whisky aroma. This is a February winter warmer.
455,"This is our most popular easy to drink ale. Honey Wheat is an American wheat ale with 30 pounds of honey added to the brew. Honey Wheat is lightly hopped, slightly sweet, and has a clean finish."
456,Just in time for the holidays is our special treat. A dark and chewy bock beer. Around November you'll find 'chocolate bock' on tap down at the brewery.
457,"Amber in color; unfiltered, so it is not crystal clear. Quite bitter with a balance of malty caramel-like sweetness. Aroma is of intense dry hopping; meaning- lots of hops were added late in the beer making process post boiling."
458,"This black in color porter has a roasty, caramel, low hop aroma. It has a lightly burnt malty taste with a medium dry finish. A clean refreshing porter."
459,"This Pale American Belgo style beer was 2010 GABF’s silver medal winner. It has notes of spicy pineapple, mango bubblegum aromas which comes from the unique marriage of a special Belgian yeast and an American Simcoe hop. This beer has an initial soft malt sweetness with orange fruitiness and finishes with a hoppy dryness."
460,"Coppery red in color, this cousin to Barleywine has a rich malty, bready nose. This beer is sweet upfront, full bodied, and has an aggressive alcohol finish. Big beer lovers try this Solstice creation, and rejoice!"
461,"Lager Beer produced with bottom fermentation, Premium Lager. Brewed with water, malt, maize, hops. It is a well-balanced beer with a notable floral/fruity aroma thanks to the selected yeasts used in the brewing process."
462,"This American Wheat Lager-style beer, with the subtle suggestion of real strawberries is the perfect pint of true refreshment."
463,8-10% ABV
464,"Recently named “one of canada’s top beers” by Maclean’s magazine, this long time favourite with Spinnakers’ regulars is a copper coloured, classic English pub bitter, brewed with English Pale and Crystal malts, hopped with Horizon & Kent Goldings."
465,American red ale. Very malty and crisp. It has all the fun without the AMD (Acid Mine Drainage)! Brewed with Nugget hops for the bittering and late hopped with Liberty.
466,"Pliny the Elder is brewed with Amarillo, Centennial, CTZ, and Simcoe hops. It is well-balanced with malt, hops, and alcohol, slightly bitter with a fresh hop aroma of floral, citrus, and pine. Best enjoyed FRESH! That is why we make it in such limited supply. Actual bottling date is printed on each bottle!"
467,Wisconsin’s original honey beer. Gray’s Honey Ale is brewed using locally harvested honey and brewed in small batches to insure exacting flavor and freshness. The generous amount of honey is evident in the unique refreshing flavor and extraordinary aroma.
468,"A strong English ale, not too hoppy and reddish brown in colour. It is a dark, malty brew, full in taste with a sweet dry finish."
469,"This beer goes back to the American style. A full brown color, it is made from domestic and German malt, with some spicy citrus notes and a touch of chocolate."
470,"Fantome's winter offering, available December through March or so. Brewer Dany Prignon changes his receipes every year, so we can't so for sure what this year's beer will be like, but it is sure to please lovers of Dany's beers."
471,Fermented longer with a special yeast — the reason for the higher alcohol content — Ironhorse is a strong brew for beer connoisseurs. It’s bold graphics and original appeal are not for the faint-of-palate — this lager is a brawny mouthful of velvet smoothness.
472,"Strong malty aroma with sweet notes. If you like an explosion of taste in your mouth, TNT Strong Malt is an amber-coloured manly brew and it is a long-time favourite in B.C. – guaranteed to blow away any thirst."
473,Currently only 50 cases of this beer are available per year. Brewed in honor of the Burgundian Babble Belt.
474,Hudsons is a British style Extra Special Bitter full of hop bitterness and aroma. Rich floral and fruity aromas complement this tank-conditioned ale. Served from a traditional British beer engine.
475,"Black as diesel oil, Oil Change is big in roasty chocolate flavors. A large amount of flaked oats gives this stout a velvety smoothness. Oil Change is nitrogen charged to give it a thick creamy head."
476,"First brewed in1996, our flagship Muskoka Cream Ale has since become a signature beer of the Muskoka region. Unmistakable with its rich amber colour and inviting floral tones, this laid-back English pub-style ale is smooth and easy-going. With a Cascade hoppiness and fuller body of flavour, this gold-medal winning Canadian Cream Ale is the quintessential taste of cottage country. Raise a glass."
477,"Over a decade ago, we brewed one of the most innovative IPA's in Craft Brewing. To this day, our award winning IPA is the benchmark for Real IPA's...as our saying goes ""Drink Real Ale Cause Bud Is Just For Smoking""! Hop Head is full bodied and loaded with hops, delivering a distinct taste and aroma."
478,"Racer X is an uncommon Double India Pale Ale which puts a California twist on English brewing traditions by adding an assertive hop aroma and bitterness that compliments the firm malt backbone. Like its little brother Racer 5, Racer X is balance in a bottle."
479,Our Scottish Ale is a rich copper color with caramel flavor notes from the use of crystal malts. Hopping is low to allow the malt flavors to dominate. An authentic Scottish yeast strain was used for fermentation.
480,Our Brown is a British Style brown. It has a roasted nutty flavor complimented by a great malt sweetness.
481,This is the chili-heads favorite brew. A mild base beer is spiced up with Anaheim and Serrano peppers. This beer has a wonderful green chili aroma and a touch of heat in the finish. Have it with tomato juice as a “liquid enchilada”.
482,"Alt is German for old, in reference to the old brewing process. We make a copper colored Alt using a special German Alt yeast, organic malts and organic hops. The beer has slight caramel notes and a clean finish."
483,"Our Barley Wine is a rich winter ale that is equally a dessert beer. This years brew used German Kolsch malt for the base malt, along with a small addition of crystal and wheat malt. American Cascade hops were used for the flavoring hop additions. The overall profile is well balanced between malt and hops. This years brew is slightly on the dry side, allowing the hops to add complexity with a slight citrus flavor and medium bitterness. This is a great winter warmer. Come in and try it for yourself!"
484,"Our porter is brewed to the original English robust style. It has five specialty malts which give it a rich, roasted, and malty flavor. Lublin hops from Poland are used to balance the malt sweetness without imparting bitterness or flavor."
485,"We affectionately call this one BIPA. This true English I.P.A. is made with premium malt, only Goldings hops, and a special British yeast culture. Fruity aromas mix with the floral hops to greet your nose as you raise a pint of this brew. The bitterness is huge, yet it is crisp, dry, and clean."
486,"Our Nutcracker Porter is a full-bodied ale that is perfect for the cold-weather holiday season. This brew pours a thick, inky black and the cinnamon sticks that were tossed into the brew give it a spicy warmth on both the aroma and the palate. It is perfectly balanced with notes of roast and toast with a subtle hop backbone."
487,"Dark specialties were being made in Bavaria long before the advent of pale specialties. Over the years, Hofbrau Dunkel lost nothing of its popularity. With the rich flavour, it remains a refreshing beverage, suitable for all occasions. A traditional Munich deliciousness."
488,This lighter bodied porter has a smooth flavor with coffee undertone.
489,"Black, medium bodied, with a smooth creamy taste that reminds you of caramel, coffee, and chocolate! mmmmm good!"
490,"The first brand to bear the Moosehead name, Moosehead Pale Ale rolled off the line in 1933, just five short years after third-generation Oland, George Bauld, discovered the Moosehead name registration in the files at his newly acquired Saint John brewery."
491,"The Premium Malt's is a traditional pilsner proudly made by gathering Suntory's knowledge, passion, and brewing techniques. This is a beer par excellence that gives drinkers “a floral aroma and rich, quality taste and aftertaste” thanks to carefully selected pure ingredients and exceptional brewing methods"
492,"Don’t let it’s light looks fool you, this American Style Pale Ale is a connoisseur’s delight with it’s bold hop and floral aroma. Great with BBQ or Buffalo wings, it’s a match made in heaven…"
493,"Rich and malty, with a distinct but balanced hop character. This is the perfect beer to warm up with after a day of skiing."
494,This amazing beer is a true example of a Belgian style wheat ale. Brewed with Coriander for a unique aroma and a delicate fruity finish…this almost white golden colored ale will satisfy the occasional craft brew drinker or beer snob. . . you gotta try it!!!
495,Our popular draught version of the classic Pale Ale. Lighter in flavor and a little less robust than our Pale Ale. The Draught Style Pale Ale is a very drinkable and flavorful ale. ABV 5.0%
496,"This 100% all natural certified Organic Lager is Ontario’s first organic lager, and contains no pesticides, insecticides, herbicides or chemical fertilizers. Brewed with imported malt and hops, this 4.2% European-style pilsner offers a light, crisp and refreshing flavour, with a clean finish."
497,"A Bavarian style Dunkel Weizenbrau beer, light bodied, chestnut coloured, rich & flavourful with an elegant roasted malt finish and a refined hop character."
498,"Based on the Northern English version of the style as originally brewed and exported to the troops in India, Spinnakers IPA is strong, full flavoured, with a very well balanced yet assertive hop character. This beer is a favourite of our regular patrons and beer aficionados alike."
499,"This copper colored ale is our flagship beer, made primarily from American hops. Quite possibly the perfect Pale Ale."
500,"A traditional Irish Stout, very dark and very drinkable."
501,This beer is hazy because it is unfiltered. The fruity character of this wheat beer is from the yeast left behind.
502,"A Belgian spiced with clove, star anise, sweet orange peel and vanilla."
503,"Beer with golden-honey color with thick, delicate and lasting foam, known for its medium to higher, rounded fullness and stronger, fuller body. The characteristic indicators is the medium intensity of bitterness with delicate, harmonistic character, which leads one to enjoy more draws from the glass."
504,"This is another twist on the traditional English style IPA. Served unfiltered, this beer is made from pale ale malt and Munich malt and then powerfully hopped to 55 IBUs with Simcoe and Ahtanum hops. Dry hopped with a generous portion of Ahtanums for a fabulous aroma. (O.G. - 15.5P/1062. Hops - 55 IBUs)"
505,"This very special beer was brewed as a double strength imperial stout with an original gravity of 27.5P/ 1118. The hopping level is very hard to define. Though there are enough hops to achieve 100 IBUs in a smaller beer, this beer still has a distinct sweetness due to a high percentage of unfermentable sugars. After fermentation, this beer is aged in old whiskey barrels from the McCormick's bottling plant in Weston, MO, hence the name Owd Mac's (""owd"" being a British regional colloquialism for old)."
506,"This dark beer style is a bit lighter than stouts (often much lighter, actually) but has a pleasant roasty flavor and a clean dry finish. The name porter is thought to originate from the rail porters who were so fond of the beverage in early England. This beer honors Kansas' position as a hotbed of the populist movement of the 1800s when farmers, tired of being screwed by the big eastern banks and big railroad monopolies, started raising ""less corn and more hell!"", up to and including an armed stand-off at the statehouse. This beer is a fine dark beer for the heat of the summer, lighter than stout but still quite flavorful. (O.G. - 14P/1056. Hops - 43 IBUs)"
507,"An organic ale named after Greg Higgins of Higgins restaurant in downtown Portland. Greg is brewed without hops and makes use of the kambocha (green pumpkin) squash for about one-third of the total sugars, lending it a distinctly squashy, pumpkin taste. This beer is available on draft at Higgins, at the brewery and occasionally elsewhere in the Portland area."
508,"The things you really value are the things you can’t replace. Since the pioneering days of the 1930’s, DB Draught has quenched the thirst of Kiwi Blokes with the real flavour and great taste of New Zealand’s Original Draught Beer. DB Draught has a crystal-clear, copper gold colour, with a malty and slightly nutty flavour to balance the mild, aromatic hop aromas and clean bitterness. The beer is very smooth with a long finish and hints of caramel flavours in the aftertaste."
509,"In 1960 Morton Coutts discovered the Holy Grail of beer, continuous fermentation. A process that unlike batch brewing, meant once the brewing started the beer literally never stopped flowing. The process was adopted by the rest of the World and the beer that flowed was Export Gold."
510,"Sold in southern Europe as ""Ceres Strong Ale Export"""
511,Brewed at the first cumulative snowfall of the year.
512,"With a rich, full flavour, our Porter is nearly black in colour with a creamy head and a nose reminiscent of a dry stout. Not for the faint of heart, this is a beer for dark beer lovers."
513,"Legend Hopfest begins with a sturdy barley malt background including Munich and aromatic malts, as well as a few medium kilned malts producing a rich , deep orange colored beer. Step two, the hops; Hopfest sports a distinct pine/fruit aroma. Expect an intensely flavored brew, with hop flavor lasting throughout. There is a toasty, earthy background, adding a rich, malty dimension to the long finish. The end result is a full flavored IPA with a strong malt backbone and long satisfying hop finish."
514,Carling has been Britain’s best selling lager for more than three decades. It is brewed to have the perfect balance of sweetness & bitterness ensuring it is as brilliantly refreshing from the first sip to the last. The story of our product can be seen on the crest which features on all of our packaging and is designed to demonstrate the care that goes into brewing Britain’s favourite beer.
515,"Was a Spring seasonal, now a Fall/Winter seasonal."
516,26 IBU
517,"The name of this beer has been changed to it's English translation ""Panty Peeler"". However, because the recipe was altered by the brewery, at the time of the new labels, we are listing both as separate beers."
518,"Full-bodied, crisp and refreshing American Amber Ale with a malty flavor, rich caramel color, smokey notes and a smooth aromatic finish."
